Instance,Income
150995,36164
150996,31892
150997,35875
150998,35505
150999,23028
151000,50228
151001,12855
151002,14643
151003,14591
151004,14364
151005,36671
151006,10873
151007,11182
151008,29861
151009,24911
151010,20994
151011,13452
151012,32966
151013,19328
151014,9775
151015,16535
151016,4349
151017,47267
151018,13149
151019,61201
151020,23654
151021,-2543
151022,41263
151023,6729
151024,1780
151025,26552
151026,13411
151027,30469
151028,39780
151029,10922
151030,10180
151031,31574
151032,24326
151033,3129
151034,11683
151035,26149
151036,9321
151037,22148
151038,52423
151039,23417
151040,23758
151041,59839
151042,34120
151043,37858
151044,35590
151045,5620
151046,16012
151047,18030
151048,39675
151049,16521
151050,72186
151051,59467
151052,34928
151053,22668
151054,33157
151055,24046
151056,54606
151057,29393
151058,1571
151059,20206
151060,17515
151061,56321
151062,16159
151063,47949
151064,31157
151065,15333
151066,25267
151067,40855
151068,10249
151069,15822
151070,49450
151071,29533
151072,62098
151073,48175
151074,12792
151075,13990
151076,12238
151077,23041
151078,30148
151079,6706
151080,43016
151081,4571
151082,42524
151083,58869
151084,43264
151085,27896
151086,20420
151087,18578
151088,113052
151089,28449
151090,617
151091,31686
151092,30184
151093,22002
151094,51915
151095,20935
151096,35151
151097,61804
151098,53755
151099,11645
151100,10843
151101,15621
151102,27080
151103,25915
151104,32262
151105,961
151106,4077
151107,16618
151108,23879
151109,26104
151110,23951
151111,19913
151112,13922
151113,27638
151114,28654
151115,51155
151116,15761
151117,4006
151118,26962
151119,31742
151120,57973
151121,41286
151122,27697
151123,23649
151124,16618
151125,37058
151126,89028
151127,26194
151128,27964
151129,11245
151130,20867
151131,7887
151132,10244
151133,29607
151134,11196
151135,36696
151136,37766
151137,58484
151138,27171
151139,22650
151140,27738
151141,43013
151142,12773
151143,32881
151144,5945
151145,14631
151146,39167
151147,5807
151148,41979
151149,27130
151150,-1558
151151,22968
151152,28515
151153,15230
151154,34354
151155,19129
151156,27873
151157,9751
151158,34838
151159,24286
151160,16668
151161,12749
151162,51896
151163,17401
151164,16704
151165,18957
151166,12749
151167,20385
151168,9779
151169,9939
151170,36332
151171,12450
151172,2040
151173,43634
151174,26327
151175,10729
151176,25252
151177,39719
151178,15783
151179,16082
151180,30764
151181,5704
151182,2544
151183,26587
151184,12450
151185,37908
151186,9940
151187,-536
151188,11857
151189,16786
151190,9813
151191,8753
151192,30880
151193,31901
151194,18793
151195,19936
151196,25134
151197,11670
151198,41623
151199,2061
151200,11717
151201,26041
151202,12309
151203,21005
151204,8596
151205,14052
151206,25191
151207,23484
151208,58018
151209,74131
151210,37927
151211,12555
151212,32975
151213,37968
151214,38715
151215,14016
151216,23296
151217,21938
151218,2042
151219,6133
151220,135233
151221,30688
151222,2126
151223,57406
151224,26337
151225,48450
151226,11179
151227,8056
151228,49962
151229,40798
151230,64533
151231,49101
151232,28067
151233,42903
151234,5194
151235,33715
151236,46315
151237,32221
151238,30673
151239,6164
151240,10249
151241,48681
151242,5335
151243,43044
151244,11123
151245,15033
151246,26422
151247,7458
151248,36946
151249,82865
151250,21290
151251,28782
151252,25765
151253,59566
151254,29215
151255,24475
151256,19858
151257,36573
151258,40952
151259,43639
151260,34026
151261,13601
151262,9217
151263,4869
151264,17718
151265,35454
151266,13466
151267,33647
151268,44541
151269,9863
151270,4715
151271,19555
151272,47782
151273,41352
151274,19345
151275,12743
151276,20299
151277,65085
151278,73488
151279,45422
151280,27713
151281,3357
151282,9786
151283,2412
151284,5324
151285,320
151286,13233
151287,58907
151288,3545
151289,24479
151290,7321
151291,26362
151292,11455
151293,21395
151294,15996
151295,19323
151296,26559
151297,15564
151298,23466
151299,16767
151300,27977
151301,1305
151302,56474
151303,39240
151304,15601
151305,40486
151306,8520
151307,38205
151308,13811
151309,20373
151310,40202
151311,11768
151312,13640
151313,38132
151314,14527
151315,12653
151316,8740
151317,26763
151318,12883
151319,15796
151320,44151
151321,27066
151322,27767
151323,5001
151324,5767
151325,17055
151326,28586
151327,20348
151328,52402
151329,20388
151330,15526
151331,26221
151332,34202
151333,49440
151334,38488
151335,7479
151336,14287
151337,7135
151338,2162
151339,7857
151340,9967
151341,27084
151342,24061
151343,-854
151344,34994
151345,-231
151346,28441
151347,31845
151348,25480
151349,28387
151350,30186
151351,3073
151352,35412
151353,52318
151354,22044
151355,4846
151356,7796
151357,17113
151358,8194
151359,33057
151360,61043
151361,12410
151362,35992
151363,14364
151364,2660
151365,23346
151366,21208
151367,16307
151368,62871
151369,8341
151370,21984
151371,24532
151372,42997
151373,6337
151374,9798
151375,12270
151376,15854
151377,3192
151378,12212
151379,11238
151380,13595
151381,23869
151382,16226
151383,27345
151384,33652
151385,69049
151386,20940
151387,52799
151388,4864
151389,19371
151390,39909
151391,87270
151392,26678
151393,6972
151394,74545
151395,10959
151396,30875
151397,24337
151398,26467
151399,21157
151400,18718
151401,11279
151402,40633
151403,14886
151404,13338
151405,33618
151406,4664
151407,13308
151408,55211
151409,1152
151410,51948
151411,22039
151412,13466
151413,3626
151414,10175
151415,4485
151416,7894
151417,24013
151418,24374
151419,31145
151420,22023
151421,18540
151422,11092
151423,25622
151424,32639
151425,53723
151426,17410
151427,24631
151428,11454
151429,96937
151430,68301
151431,58696
151432,-204
151433,28079
151434,83876
151435,11606
151436,29059
151437,40406
151438,15007
151439,1779
151440,-22
151441,43832
151442,27721
151443,27633
151444,18364
151445,36156
151446,125777
151447,6191
151448,8354
151449,35398
151450,63305
151451,33923
151452,33891
151453,58830
151454,10797
151455,38816
151456,39744
151457,4919
151458,16473
151459,21779
151460,6295
151461,48323
151462,6459
151463,18503
151464,126731
151465,8097
151466,18634
151467,7613
151468,62342
151469,20681
151470,40559
151471,46231
151472,9788
151473,10586
151474,23280
151475,16599
151476,22728
151477,15953
151478,36852
151479,43977
151480,23390
151481,82595
151482,42381
151483,18811
151484,28164
151485,6164
151486,48337
151487,20963
151488,11317
151489,19919
151490,5634
151491,8017
151492,15381
151493,8102
151494,18870
151495,23586
151496,49404
151497,17774
151498,43319
151499,13766
151500,35208
151501,20175
151502,37310
151503,19114
151504,16682
151505,23237
151506,13668
151507,23347
151508,1960
151509,27824
151510,2385
151511,19382
151512,19563
151513,50555
151514,23012
151515,39398
151516,35079
151517,31389
151518,15007
151519,72621
151520,13835
151521,15319
151522,15557
151523,44040
151524,23491
151525,12230
151526,10902
151527,24339
151528,13282
151529,5993
151530,10500
151531,42890
151532,13383
151533,4389
151534,31926
151535,3098
151536,9867
151537,17094
151538,27009
151539,20561
151540,3746
151541,1225
151542,1283
151543,40844
151544,17971
151545,11234
151546,8553
151547,37042
151548,5512
151549,27305
151550,33848
151551,24080
151552,13735
151553,46574
151554,88702
151555,22386
151556,39612
151557,21961
151558,13097
151559,11195
151560,30237
151561,19497
151562,25715
151563,24381
151564,90077
151565,108006
151566,24285
151567,34609
151568,19846
151569,1451
151570,1913
151571,9669
151572,26708
151573,14329
151574,9466
151575,15630
151576,86625
151577,32367
151578,18833
151579,36058
151580,3135
151581,15382
151582,19885
151583,28127
151584,63863
151585,19564
151586,10540
151587,29385
151588,7844
151589,36837
151590,6349
151591,24881
151592,22194
151593,19858
151594,32695
151595,13926
151596,13549
151597,45295
151598,8418
151599,1691
151600,43359
151601,49662
151602,7449
151603,28147
151604,48018
151605,22227
151606,32871
151607,16243
151608,30181
151609,43911
151610,11763
151611,24859
151612,18675
151613,9099
151614,14140
151615,66792
151616,9616
151617,54628
151618,6209
151619,31981
151620,23586
151621,32606
151622,36297
151623,760
151624,8487
151625,8351
151626,35723
151627,18124
151628,76261
151629,34227
151630,30709
151631,38761
151632,19463
151633,54872
151634,17466
151635,7698
151636,25606
151637,22118
151638,50206
151639,31375
151640,11227
151641,28507
151642,41454
151643,39856
151644,16696
151645,24426
151646,44354
151647,14783
151648,33734
151649,47022
151650,15706
151651,17133
151652,34379
151653,40563
151654,9460
151655,8220
151656,24731
151657,26845
151658,14903
151659,11441
151660,27616
151661,1083
151662,14635
151663,29604
151664,21071
151665,8730
151666,45540
151667,29064
151668,23346
151669,24378
151670,6967
151671,26553
151672,40587
151673,32801
151674,32893
151675,40592
151676,7151
151677,17286
151678,8111
151679,29415
151680,2914
151681,12547
151682,19640
151683,7793
151684,13790
151685,12566
151686,10459
151687,18391
151688,23449
151689,22530
151690,20184
151691,41118
151692,7549
151693,17388
151694,25274
151695,46765
151696,389
151697,11730
151698,2765
151699,31612
151700,49567
151701,93660
151702,17982
151703,35783
151704,4705
151705,22076
151706,39215
151707,7091
151708,21748
151709,32126
151710,88966
151711,60983
151712,14552
151713,26238
151714,48622
151715,2214
151716,66699
151717,25918
151718,29331
151719,33013
151720,37747
151721,47784
151722,41306
151723,21703
151724,19410
151725,1658
151726,67063
151727,31205
151728,42257
151729,42021
151730,14414
151731,19963
151732,24159
151733,25428
151734,49242
151735,9212
151736,25490
151737,41664
151738,39849
151739,8595
151740,23773
151741,1804
151742,14600
151743,12093
151744,17208
151745,36532
151746,36135
151747,24927
151748,18672
151749,11325
151750,8845
151751,38985
151752,20772
151753,21458
151754,6667
151755,11884
151756,72941
151757,33015
151758,34729
151759,20843
151760,26554
151761,37014
151762,34909
151763,32404
151764,4914
151765,34242
151766,40989
151767,21464
151768,9137
151769,33184
151770,10637
151771,33731
151772,37492
151773,40934
151774,32493
151775,41858
151776,16803
151777,14120
151778,12750
151779,56511
151780,25815
151781,38028
151782,13631
151783,59362
151784,43442
151785,40166
151786,32536
151787,39323
151788,46986
151789,22821
151790,34440
151791,51138
151792,76976
151793,17662
151794,36115
151795,12213
151796,-272
151797,6679
151798,2320
151799,20087
151800,8103
151801,5252
151802,40431
151803,85003
151804,38955
151805,23841
151806,11190
151807,60662
151808,25855
151809,37618
151810,13306
151811,12190
151812,6805
151813,17986
151814,8397
151815,47026
151816,16095
151817,17646
151818,22000
151819,21581
151820,19851
151821,43857
151822,15274
151823,36705
151824,63912
151825,11798
151826,16601
151827,1356
151828,14758
151829,70043
151830,27504
151831,7549
151832,56431
151833,13565
151834,4047
151835,40586
151836,33135
151837,11764
151838,16872
151839,14117
151840,36659
151841,26930
151842,42819
151843,62242
151844,4291
151845,51077
151846,15112
151847,38722
151848,21278
151849,36553
151850,4473
151851,36612
151852,22233
151853,36272
151854,4364
151855,31066
151856,69550
151857,40141
151858,-343
151859,18117
151860,32460
151861,31845
151862,22111
151863,22154
151864,1454
151865,72831
151866,8758
151867,39454
151868,26900
151869,42465
151870,65822
151871,64252
151872,36615
151873,9477
151874,30059
151875,6531
151876,41001
151877,18609
151878,5919
151879,3815
151880,45560
151881,44623
151882,43807
151883,56346
151884,29927
151885,21809
151886,61452
151887,2678
151888,11454
151889,8352
151890,19259
151891,11000
151892,38097
151893,11349
151894,33901
151895,23531
151896,17353
151897,39011
151898,95806
151899,54606
151900,24844
151901,5952
151902,1926
151903,34838
151904,21568
151905,38528
151906,10050
151907,16923
151908,14775
151909,44775
151910,43665
151911,5813
151912,29017
151913,25920
151914,47678
151915,35878
151916,3688
151917,26763
151918,9870
151919,14234
151920,37987
151921,27732
151922,11937
151923,12866
151924,20371
151925,4186
151926,49009
151927,25754
151928,52315
151929,51539
151930,37842
151931,31196
151932,67102
151933,25274
151934,44443
151935,24391
151936,37582
151937,32011
151938,15526
151939,21248
151940,18216
151941,18020
151942,26438
151943,29251
151944,26684
151945,32027
151946,46763
151947,6746
151948,9405
151949,31538
151950,53526
151951,94164
151952,13890
151953,27325
151954,18712
151955,22938
151956,24341
151957,31228
151958,24378
151959,3295
151960,31244
151961,19070
151962,9124
151963,13094
151964,63473
151965,37747
151966,32026
151967,11264
151968,34545
151969,18678
151970,27071
151971,6531
151972,39792
151973,12814
151974,10217
151975,24618
151976,32543
151977,42873
151978,7223
151979,46175
151980,11507
151981,8347
151982,35023
151983,44947
151984,46154
151985,41193
151986,2371
151987,7029
151988,23569
151989,44228
151990,2309
151991,22467
151992,35695
151993,18082
151994,4311
151995,25772
151996,52520
151997,13722
151998,14420
151999,38920
152000,787
152001,33448
152002,30366
152003,8077
152004,9266
152005,48094
152006,11637
152007,4968
152008,67348
152009,-2089
152010,35762
152011,38528
152012,28337
152013,23635
152014,25283
152015,22618
152016,5287
152017,68879
152018,15664
152019,8501
152020,24060
152021,27222
152022,22488
152023,8405
152024,17920
152025,6265
152026,16045
152027,43061
152028,13108
152029,27163
152030,26432
152031,23923
152032,18942
152033,8501
152034,12800
152035,5194
152036,3288
152037,32299
152038,29226
152039,7442
152040,25857
152041,70435
152042,11655
152043,28421
152044,11997
152045,41307
152046,16699
152047,11211
152048,4456
152049,62967
152050,25775
152051,13781
152052,13801
152053,23859
152054,37709
152055,22358
152056,26940
152057,23424
152058,19842
152059,27603
152060,10370
152061,78588
152062,11491
152063,34596
152064,53943
152065,26583
152066,38268
152067,17325
152068,43537
152069,40028
152070,29084
152071,40844
152072,34694
152073,39295
152074,1533
152075,17953
152076,5687
152077,15935
152078,23809
152079,29905
152080,12809
152081,53974
152082,24257
152083,31145
152084,64074
152085,30720
152086,43596
152087,17647
152088,15224
152089,21325
152090,9414
152091,25102
152092,26140
152093,22317
152094,-949
152095,29991
152096,8404
152097,5761
152098,49197
152099,16728
152100,62803
152101,46852
152102,48212
152103,63453
152104,12982
152105,47742
152106,36454
152107,22045
152108,7465
152109,4802
152110,51192
152111,13569
152112,41164
152113,36275
152114,21161
152115,38829
152116,22132
152117,15253
152118,34139
152119,42933
152120,25763
152121,14865
152122,23204
152123,25244
152124,4046
152125,27932
152126,15279
152127,40330
152128,14524
152129,20376
152130,36945
152131,24497
152132,27270
152133,23141
152134,20253
152135,2757
152136,24887
152137,34008
152138,26943
152139,20107
152140,8735
152141,38029
152142,22841
152143,26394
152144,6233
152145,21314
152146,49893
152147,30726
152148,60909
152149,13580
152150,49862
152151,11401
152152,26203
152153,7698
152154,5205
152155,22694
152156,15599
152157,30476
152158,83629
152159,36615
152160,28903
152161,26549
152162,15382
152163,6926
152164,35544
152165,8984
152166,50172
152167,11068
152168,4260
152169,12044
152170,14478
152171,40886
152172,21338
152173,32297
152174,24718
152175,29198
152176,27066
152177,36383
152178,7372
152179,102687
152180,9445
152181,8474
152182,18257
152183,13590
152184,96330
152185,13338
152186,19410
152187,16414
152188,30044
152189,35149
152190,31431
152191,6
152192,23515
152193,17944
152194,22737
152195,13844
152196,61435
152197,22676
152198,17889
152199,12014
152200,28061
152201,24019
152202,26692
152203,27604
152204,24183
152205,19491
152206,21748
152207,10249
152208,19771
152209,42196
152210,17786
152211,19471
152212,6986
152213,47357
152214,33257
152215,29559
152216,17735
152217,29020
152218,22663
152219,16226
152220,4443
152221,21451
152222,13126
152223,10846
152224,7796
152225,17235
152226,21275
152227,31211
152228,47776
152229,6775
152230,44882
152231,11208
152232,2678
152233,2021
152234,43264
152235,4504
152236,45960
152237,34655
152238,31187
152239,14226
152240,20804
152241,7928
152242,29786
152243,64811
152244,16250
152245,36475
152246,16378
152247,34790
152248,6164
152249,5018
152250,20814
152251,21345
152252,18273
152253,65358
152254,76645
152255,14604
152256,652
152257,40292
152258,39950
152259,1036
152260,28064
152261,16645
152262,23744
152263,16685
152264,6841
152265,17181
152266,10351
152267,19848
152268,26923
152269,31054
152270,18471
152271,8294
152272,17577
152273,6624
152274,38139
152275,31359
152276,17282
152277,42412
152278,31607
152279,49282
152280,28192
152281,48101
152282,25855
152283,39645
152284,22127
152285,23082
152286,44976
152287,6517
152288,34742
152289,28748
152290,7117
152291,23042
152292,44095
152293,29313
152294,8201
152295,23427
152296,36600
152297,8745
152298,73264
152299,27498
152300,6075
152301,5607
152302,1054
152303,47174
152304,40543
152305,11992
152306,26512
152307,3751
152308,28667
152309,40095
152310,31368
152311,43078
152312,25772
152313,22801
152314,19382
152315,52196
152316,26280
152317,17793
152318,12755
152319,5825
152320,27180
152321,6967
152322,7278
152323,42966
152324,30242
152325,8651
152326,39613
152327,13525
152328,59449
152329,33048
152330,43908
152331,13765
152332,999
152333,20697
152334,20850
152335,76395
152336,18324
152337,2098
152338,30504
152339,4807
152340,40815
152341,4584
152342,13500
152343,47951
152344,19679
152345,6439
152346,12654
152347,4166
152348,21533
152349,19021
152350,31126
152351,28187
152352,19181
152353,17382
152354,3535
152355,139681
152356,3708
152357,31535
152358,3574
152359,36146
152360,233
152361,42844
152362,22467
152363,41030
152364,7596
152365,22709
152366,6517
152367,14733
152368,15094
152369,48449
152370,18992
152371,10122
152372,21250
152373,8516
152374,6988
152375,55484
152376,17315
152377,11744
152378,59335
152379,42486
152380,31561
152381,9368
152382,16847
152383,38526
152384,57872
152385,31593
152386,10309
152387,11078
152388,45755
152389,51949
152390,1764
152391,19968
152392,34081
152393,10095
152394,28094
152395,9623
152396,10538
152397,36623
152398,28512
152399,33087
152400,27586
152401,20835
152402,40020
152403,10787
152404,6658
152405,17402
152406,10194
152407,6792
152408,9019
152409,31920
152410,2869
152411,33174
152412,16135
152413,13440
152414,43848
152415,14299
152416,3042
152417,36643
152418,12792
152419,53115
152420,41348
152421,6120
152422,26833
152423,9907
152424,34365
152425,26279
152426,25700
152427,48444
152428,117043
152429,19717
152430,44539
152431,45133
152432,24860
152433,41318
152434,22446
152435,18435
152436,108208
152437,43807
152438,62939
152439,237439
152440,22593
152441,3425
152442,9980
152443,21948
152444,23653
152445,17633
152446,18955
152447,42168
152448,22297
152449,33661
152450,3922
152451,9783
152452,22506
152453,43902
152454,17416
152455,25820
152456,38800
152457,41328
152458,15956
152459,49503
152460,43508
152461,64111
152462,25298
152463,22753
152464,18412
152465,53328
152466,35005
152467,13876
152468,8861
152469,-1604
152470,9158
152471,4709
152472,16874
152473,68142
152474,5566
152475,41280
152476,23549
152477,21979
152478,1746
152479,26015
152480,5132
152481,4634
152482,32965
152483,46638
152484,34032
152485,30279
152486,11351
152487,38000
152488,63651
152489,33041
152490,18016
152491,26186
152492,36261
152493,41186
152494,46085
152495,21723
152496,11971
152497,10638
152498,26984
152499,14778
152500,29500
152501,22924
152502,23249
152503,16826
152504,22199
152505,57048
152506,16181
152507,16028
152508,25701
152509,26845
152510,4763
152511,17401
152512,12698
152513,12775
152514,17669
152515,13122
152516,21894
152517,23624
152518,40990
152519,93403
152520,31917
152521,40072
152522,40018
152523,65704
152524,42079
152525,9158
152526,13576
152527,17342
152528,23620
152529,20035
152530,23841
152531,35581
152532,25593
152533,12437
152534,9568
152535,24276
152536,19048
152537,18086
152538,4919
152539,18609
152540,6564
152541,4189
152542,22361
152543,30053
152544,39501
152545,12868
152546,23404
152547,35236
152548,7701
152549,16217
152550,56520
152551,15653
152552,40882
152553,-1135
152554,17633
152555,35672
152556,58876
152557,35471
152558,7278
152559,5581
152560,4097
152561,28044
152562,17142
152563,5358
152564,28836
152565,33637
152566,36609
152567,13790
152568,38829
152569,19836
152570,19413
152571,23282
152572,36336
152573,9100
152574,22370
152575,14608
152576,13870
152577,31066
152578,87100
152579,35232
152580,18547
152581,19569
152582,16248
152583,63099
152584,22533
152585,9851
152586,51586
152587,5491
152588,35962
152589,42353
152590,43212
152591,29401
152592,8895
152593,20975
152594,19109
152595,23645
152596,6639
152597,41984
152598,23714
152599,28020
152600,1280
152601,41361
152602,11136
152603,10503
152604,67501
152605,38029
152606,14076
152607,59683
152608,21053
152609,48018
152610,39400
152611,29175
152612,16202
152613,10263
152614,49602
152615,13576
152616,28084
152617,21836
152618,10326
152619,33658
152620,19100
152621,9595
152622,39446
152623,21682
152624,6334
152625,18933
152626,22023
152627,15683
152628,13338
152629,27189
152630,16761
152631,17055
152632,23945
152633,27833
152634,24887
152635,16396
152636,27653
152637,8276
152638,16387
152639,23787
152640,4077
152641,32501
152642,59997
152643,44120
152644,19551
152645,14221
152646,55515
152647,18690
152648,30747
152649,17745
152650,28966
152651,2695
152652,7022
152653,30730
152654,-272
152655,15690
152656,19871
152657,9328
152658,9470
152659,34271
152660,18114
152661,13471
152662,10877
152663,22899
152664,39011
152665,51997
152666,22258
152667,25730
152668,29209
152669,24145
152670,4546
152671,20294
152672,50014
152673,52290
152674,13393
152675,7963
152676,-335
152677,45617
152678,6241
152679,32200
152680,14210
152681,14677
152682,19761
152683,21071
152684,19040
152685,18397
152686,40633
152687,20807
152688,5572
152689,17455
152690,13544
152691,15541
152692,64279
152693,32047
152694,15154
152695,55294
152696,15025
152697,39878
152698,20593
152699,13105
152700,46704
152701,16405
152702,19375
152703,31729
152704,23119
152705,38917
152706,25765
152707,12362
152708,9743
152709,27038
152710,13104
152711,26869
152712,15953
152713,12846
152714,12618
152715,25010
152716,71287
152717,23453
152718,11011
152719,23362
152720,10093
152721,10004
152722,69653
152723,7572
152724,7926
152725,39183
152726,36209
152727,22832
152728,18387
152729,18138
152730,24676
152731,34490
152732,45246
152733,4210
152734,28656
152735,21249
152736,19459
152737,27778
152738,34645
152739,9817
152740,2478
152741,22456
152742,28059
152743,64580
152744,15283
152745,35964
152746,6138
152747,40694
152748,5571
152749,22663
152750,1893
152751,40201
152752,52140
152753,26261
152754,51888
152755,11717
152756,17579
152757,14658
152758,3662
152759,1398
152760,37410
152761,36701
152762,50816
152763,40146
152764,66989
152765,3628
152766,15452
152767,42536
152768,42605
152769,23226
152770,67106
152771,26943
152772,9743
152773,38607
152774,23092
152775,5784
152776,1816
152777,33462
152778,16012
152779,11284
152780,65072
152781,9593
152782,7518
152783,40004
152784,27605
152785,42337
152786,62643
152787,14383
152788,28287
152789,24426
152790,20298
152791,26562
152792,16128
152793,17050
152794,15614
152795,4535
152796,6235
152797,7502
152798,14626
152799,62201
152800,68308
152801,58802
152802,3425
152803,57495
152804,50239
152805,29423
152806,104335
152807,43307
152808,52015
152809,13817
152810,6105
152811,2876
152812,38461
152813,3712
152814,33776
152815,9566
152816,6746
152817,27420
152818,8550
152819,19532
152820,3539
152821,7743
152822,31371
152823,33070
152824,22721
152825,24948
152826,5700
152827,21892
152828,30918
152829,7700
152830,14822
152831,31141
152832,417
152833,38062
152834,14470
152835,36477
152836,17633
152837,20751
152838,21600
152839,34245
152840,29490
152841,38795
152842,38895
152843,45697
152844,18033
152845,20697
152846,63722
152847,29537
152848,27442
152849,17107
152850,36424
152851,19339
152852,9373
152853,12774
152854,17231
152855,9973
152856,42274
152857,5693
152858,40473
152859,57702
152860,26026
152861,23453
152862,31255
152863,24297
152864,23617
152865,6565
152866,13364
152867,20642
152868,39927
152869,15252
152870,44862
152871,31252
152872,25893
152873,4930
152874,30062
152875,10204
152876,22490
152877,30678
152878,9962
152879,36717
152880,26044
152881,13393
152882,19483
152883,76887
152884,14658
152885,36717
152886,2465
152887,13177
152888,24088
152889,17662
152890,20898
152891,50099
152892,20809
152893,21579
152894,40705
152895,21365
152896,53641
152897,11578
152898,58457
152899,54015
152900,8241
152901,19902
152902,37976
152903,8978
152904,27178
152905,42574
152906,25436
152907,7265
152908,13855
152909,27146
152910,4102
152911,12384
152912,12358
152913,24665
152914,23122
152915,59362
152916,16599
152917,1571
152918,42100
152919,4604
152920,27830
152921,42498
152922,22119
152923,31845
152924,13689
152925,-984
152926,16506
152927,4614
152928,32268
152929,7599
152930,25215
152931,14630
152932,33015
152933,29734
152934,14096
152935,20250
152936,7810
152937,29395
152938,16660
152939,30753
152940,55941
152941,3626
152942,51962
152943,30990
152944,77344
152945,16618
152946,36164
152947,12809
152948,22071
152949,6160
152950,4906
152951,32043
152952,35428
152953,9469
152954,9160
152955,13648
152956,28577
152957,18797
152958,9241
152959,27913
152960,26328
152961,2313
152962,5436
152963,13873
152964,42697
152965,31793
152966,18383
152967,7857
152968,7520
152969,16453
152970,49570
152971,2757
152972,36978
152973,32266
152974,1283
152975,14054
152976,9282
152977,29463
152978,40900
152979,7985
152980,70018
152981,27774
152982,85650
152983,23785
152984,27845
152985,57764
152986,13166
152987,1328
152988,22663
152989,45486
152990,62818
152991,28874
152992,20379
152993,25707
152994,38427
152995,15024
152996,14573
152997,2237
152998,19320
152999,13922
153000,115960
153001,25572
153002,17358
153003,5722
153004,25027
153005,29015
153006,28208
153007,20170
153008,26766
153009,12010
153010,66134
153011,10289
153012,632
153013,20677
153014,75506
153015,11323
153016,32498
153017,17666
153018,2237
153019,19882
153020,6722
153021,80751
153022,21730
153023,9336
153024,19496
153025,9468
153026,3965
153027,45591
153028,67420
153029,7185
153030,37204
153031,50679
153032,22411
153033,76853
153034,28235
153035,15212
153036,15923
153037,8868
153038,25426
153039,7874
153040,30125
153041,54222
153042,15766
153043,41236
153044,26476
153045,34320
153046,29969
153047,42102
153048,7606
153049,10768
153050,29714
153051,145739
153052,11349
153053,14581
153054,26802
153055,7503
153056,3444
153057,18257
153058,49259
153059,4842
153060,38239
153061,42454
153062,17748
153063,36332
153064,23280
153065,33861
153066,7793
153067,49838
153068,24017
153069,26550
153070,14211
153071,20320
153072,3601
153073,35317
153074,5557
153075,46231
153076,44491
153077,18342
153078,29876
153079,25945
153080,20403
153081,2843
153082,56085
153083,34150
153084,2898
153085,18122
153086,8730
153087,10901
153088,6767
153089,20896
153090,21038
153091,37126
153092,40943
153093,36482
153094,18877
153095,24566
153096,70470
153097,13521
153098,13722
153099,28440
153100,49320
153101,62928
153102,11850
153103,53999
153104,45866
153105,12721
153106,23566
153107,4264
153108,35672
153109,37879
153110,16939
153111,15800
153112,36240
153113,25115
153114,6133
153115,37474
153116,37252
153117,31145
153118,25234
153119,17084
153120,35953
153121,54684
153122,35181
153123,30895
153124,25355
153125,24605
153126,25480
153127,26606
153128,17091
153129,4922
153130,24733
153131,43234
153132,35876
153133,20452
153134,7906
153135,4833
153136,25776
153137,24000
153138,11236
153139,18691
153140,58192
153141,4586
153142,44076
153143,59149
153144,38979
153145,20289
153146,31793
153147,18555
153148,90444
153149,32365
153150,7245
153151,24361
153152,54637
153153,20846
153154,9784
153155,37274
153156,14564
153157,35094
153158,25024
153159,32929
153160,1523
153161,3613
153162,25542
153163,4593
153164,20925
153165,14067
153166,32743
153167,13948
153168,2709
153169,15769
153170,45682
153171,41017
153172,23004
153173,21233
153174,6439
153175,16159
153176,56992
153177,19429
153178,40939
153179,15492
153180,351
153181,15270
153182,2024
153183,21007
153184,11729
153185,14179
153186,4392
153187,8808
153188,6987
153189,39348
153190,34867
153191,51764
153192,23044
153193,4221
153194,20004
153195,3089
153196,1816
153197,8276
153198,4322
153199,5034
153200,23622
153201,28033
153202,34680
153203,21800
153204,29277
153205,822
153206,10064
153207,8256
153208,7553
153209,49828
153210,49661
153211,43264
153212,8341
153213,30277
153214,15679
153215,23342
153216,10031
153217,9162
153218,35489
153219,29584
153220,20839
153221,14548
153222,24145
153223,20577
153224,28200
153225,6074
153226,6864
153227,17848
153228,34292
153229,22843
153230,13040
153231,18881
153232,64118
153233,35704
153234,33637
153235,26780
153236,14093
153237,21258
153238,13782
153239,48886
153240,25770
153241,28517
153242,19813
153243,4077
153244,22432
153245,11204
153246,64821
153247,66033
153248,44516
153249,5575
153250,63885
153251,29293
153252,49100
153253,28425
153254,18141
153255,27949
153256,7990
153257,22924
153258,3847
153259,2721
153260,30469
153261,24975
153262,62107
153263,64621
153264,27266
153265,4890
153266,22208
153267,10443
153268,16911
153269,43101
153270,37258
153271,13328
153272,24545
153273,9336
153274,20554
153275,6256
153276,45132
153277,83450
153278,20557
153279,13469
153280,90279
153281,13431
153282,5775
153283,17233
153284,103645
153285,16939
153286,9818
153287,20723
153288,4220
153289,54170
153290,6731
153291,11737
153292,49600
153293,25917
153294,20610
153295,87428
153296,4279
153297,16294
153298,39002
153299,16054
153300,11516
153301,27997
153302,18142
153303,17568
153304,28839
153305,35464
153306,29343
153307,75230
153308,16822
153309,15261
153310,14360
153311,5084
153312,54170
153313,10263
153314,7676
153315,20015
153316,60814
153317,60331
153318,4883
153319,47157
153320,28828
153321,45356
153322,17226
153323,33066
153324,33898
153325,29367
153326,30848
153327,29714
